score,review,y
1.0,인테리어가 이쁜 곳.음료값은 비싸고 얼음맛집인 곳.(음료 먹는 순간 스타벅스가 생각나요.),0
4.0,,1
3.0,,0
3.0,,0
5.0,"카페 인테리어가 자연친화적이어서 야외테이블에 앉으면 너무 좋아요. 길고양이 지나다녀서 넘나 귀여운것,,,   브런치 먹으러왔는데 푸드 메뉴는 없어진것 같아요ㅠ",1
5.0,라떼 진짜 맛있었어요. 분위기도 너무 좋았어요,1
3.0,대전방문시 가볼만한 곳.아메리카노 맛 괜찮음,0
4.0,"자리도 많고 야외 배경이라 분위기는 좋은데,일단 날씨 좋으면 사람들 완전 많아서자리 잡기 위한 눈치게임 하는 방황하는 영혼들 보는 재미가 쏠쏠하네요 ㅎㅎ 저도 그 중 하나였지만..ㅋ사진찍기에는 좋아요~",1
3.0,"커피가 맛있고 자연친화적인 느낌을 주지만음료한잔에 종이컵 2개씩 사용,자리도 많이 없음.",0
1.0,음료가 7천원인데 진짜 맛없음화장실이나 자리나 관리 안돼서 더러움사진 찍으러 다들 오시는 거 같은데 사진찍는 용으로도 여긴 별로예요,0
1.0,"분위기는 이렇게 자연자연하게 해놓고,코로나때문에 1회용기에 제공한다는 궁색한 변명에 아연실색했습니다. 그럼 식당들은 어떻게 영업을하고있는걸까요?차라리 손님은 많이 받고 싶고, 컵은 씻기싫다고 솔직하게 얘기해주세요. 커피한잔 기다리는데 30분, 이렇게 어마어마하게 많은 손님을 받으면서 기업윤리를 기대하는게 너무 한걸까요?",0
4.0,당신이 앉을수 있다면 좋아요.....앉을 자리가 없지만...,1
1.0,주말에 정신 하나도 없고 테이블 정리도 전혀 안해줘요.  사진찍기용 카페 딱 그정도...,0
5.0,이뻐요,1
1.0,확실히 여기 공간 자체가 주는 유니크함이 사람을 불러오는데는 공감한다. 하지만 도대체 어느 카페가거 커피하나에 40분 웨이팅걸린다는걸 납득할 수있을까싶다. 운영관리에 다시 생각해보길,0
2.0,카페 진짜 예쁘고 좋은데 2-3자리 빼곤 더워죽어요,0
3.0,브런치 먹으러왔는데 메뉴가 사라진줄 몰랐어요..,0
4.0,숲속 오두막집같은 느낌이라 더 좋았어요. 깔끔한 데코. 아인슈페너도 맛있었어요 ㅎㅎ,1
5.0,커피도 넘 맛있고 스콘.. 갈레트 무슨일.. 정말 맛있어요^^좌석 배치도 넓고 야외석도 많아서 넘 좋았습니다.나오는 길에 테이크아웃 까지 했어요!!집에서 멀지만 다음에 또 가고 싶습니다.,1
5.0,"멋진 인테리어, 친절한 직원분들. 단점은 디저트 가격이 스벅보다 비싸여",1
5.0,인테리어도 좋고 커피도 맛있습니다. 인터뷰 맨션도 가봤는데 센스가 좋은 카페입니다.,1
4.0,,1
5.0,,1
4.0,,1
4.0,독특한 건축구조의 브런치 & 로스터리 카페. '리브레' 처럼 약배전한 드립커피가 유명하다. '르완다 불리자 부르봉'은 화사한 과일향과 입에서 확 퍼지는 산미가 일품이고 디저트인 말차스콘과 딸기마들렌도 상당히 훌륭하다.,1
4.0,,1
3.0,멋있고 좋은데 사진 한번 찍고 안 갈거 같음.. 앉을 곳이 마땅치 않고 뭔가 불편...,0
5.0,,1
2.0,가격대비 양과맛이 훌륭하진 않음... 멕시코 요리점이 별로 없는거 감안해도 너무비싸요,0
3.0,맛있지만 서비스는 좀..또띠아 리필 달랑 3장 ㅎㅎ,0
4.0,항상 사람이 많아서 좀 일찍 가거나 늦게 가요엔칠라다는 제 취향이 아니었긴 했는데 화이타는 맛있었어요,1
5.0,파히타 세트 넘 맛있어요! 근데 살사나 사워크림등 소스좀 더줬으면 좋겠어요 ㅠ,1
5.0,하드타코 비프 존맛!!엔칠라다는 치즈좋아하는 분들 왕추천!대전에 리코타코가 있어 너무 다행,1
3.0,타코 먹기 좋은 곳,0
4.0,"대전에 몇없는 타코집.화이타 나쁘지 않아요. 근데 가격을 보면 당연히 이정도는 나와야하는거 아닌가싶고, 2% 부족한 느낌. 소스를 너무 적게 줘요. 그래도 치미창가는 정말 맛있습니다. 타코보다는 치미창가 적극 추천다른 선택지가 없어서 방문합니다",1
3.0,그냥 그랬습니다. 멕시칸 음식 먹고 싶어서 갔는데 멕시칸이라기보단 … 그냥 퓨전 느낌이였습니다,0
3.0,맛 괜춘함 근데 살짝 서비스가 아쉽 근데 대체가 없어서 감,0
4.0,,1
5.0,건강한 음식으로 배 채운 것 같아서 기분 좋게 먹었습니다 😊🫠 음식도 맛있어요,1
5.0,,1
5.0,😭,1
5.0,,1
5.0,https://blog.naver.com/haeunpapas/222973730888대전에서 멕시코 요리하면 제일 먼저 떠오르는 리코타코!!리코타코 꿀팁은 위 링크 참고하세요.,1
5.0,이전하고 매장 넓어져서 넘 좋아요 ㅎㅎ!!항상 맛있게 먹습니다!!,1
1.0,최악의 대응이었습니다.,0
3.0,매우맛있지만 가격이 너무 ㅜㅜ,0
5.0,,1
5.0,맛있는데 굉장히 비쌈. 주차도 불편. 하지만 나는 맛있으면 돈을 아까워 하지 않기 때문에 만족. 하지만 비쌈,1
3.0,,0
4.0,맛있었어요!!ㅎㅎ 잘먹었어요!!!,1
4.0,믿고가는 맛집이지만친절하진 않음,1
3.0,,0
3.0,솔직히 평범... 무난 그자체. 충대 외국인들 다 여깄음,0
5.0,줄서서 먹을만함,1
1.0,음식은 괜찮은데알바생들 눈빛 말투는 매우 건성임친절은 기대못함,0
5.0,괜찮은집.,1
1.0,,0
1.0,,0
3.0,그냥 무난해요ㅎㅎ맛집까지는 아닌거 같구요. 괜찮습니다. 줄기다리면서 먹을 곳은 아니에요.,0
4.0,,1
1.0,남자 알바생인가 직원인가 그 사람 친절함 좀 가르치세요,0
5.0,,1
4.0,괜찮음,1
5.0,또 가고싶네여,1
3.0,,0
3.0,퀘사디아가 젤 나았고 타코는..그냥 좀 맵고 그냥 그랬고 ㅜㅠ 타코 먹고 싶었는데... 엔칠라다는 부리또를 튀긴 후에 소스 위에 붓는건줄 알았는데 부리또같았어요,0
5.0,,1
4.0,폭립하고 멕시칸윙봉치킨 맛있어요. 다만 남자 알바생이 조금 불친절하네요. 퀘사디아도 추가 했는데 고기보다 훨 맛있는듯요~,1
5.0,다음에도 이렇게 먹으려고 남기는 리뷰,1
3.0,맛있는데 너무 늦게 나오고 서비스가 불친절,0
1.0,가성비가 별로인건 둘째치더라도 포장 주문을 했는데 플라스틱 용기에 담아줘서 배달 받았을 때는 용기 안에서 뒤죽박죽 섞인채 오는게 꽤 불쾌했다,0
3.0,,0
4.0,갠적으로 느끼한건 못먹는 사람은 비추,1
4.0,"4점일 때가 있고, 2점일 때가 있어요.맛있다 맛없다 그래요.퀘사디아가 자꾸 생각나서 가게됨",1
4.0,화이타 맛있어요 다른건 그저그럼화이타만 시키세요,1
1.0,리뷰 귀찮아서 안남기는데 처음으로 남김비주얼은 괜찮아보이나 맛은 최악을 넘어 바닥을 뚫고감심지어 기본으로나오는 나쵸에 곁들어진 살사소스마저 맛대가리없음음료로나온 마운틴듀가 제일 맛있었음 다시는 안감,0
1.0,3시 라스트오더 3시30분 브레이크 타임인데 2시 30분쯤 매장 들어가니 주방복 입은 직원이 입에 음식 넣은채로 얼굴만 돌리면서 브레이크 타임인데... 한마디 던지고 맘.입구에 브레이크 타임 명시를 똑바로 하던지 아니면 손님이 들어갔을때 죄송하단 소리라도 한마디 하는게 어려운가 싶다. 불쾌해서 다신 방문 안하기로.,0
1.0,사람이 바뀐듯 해요  .담에 안올듯 하네요,0
4.0,굿,1
2.0,부리또 자체는 평범함. 양은 많지 않다. 근데 포장 방법이... 호일 같은걸로 싸는 게 아니라 그냥 플라스틱 용기에 넣어주는데 먹을때 애로사항이 꽃핀다. 1000원 더 주고 과카몰리 추가했는데 흔적도 찾아볼 수 없었다. 그냥 3000원쯤 받고 제대로된 과카몰리를 넣어줬으면. 직원은 차라리 멕시코에서 온 외노자를 쓰는게 낫겠다 싶을 정도로 불친절하다.,0
4.0,맛있어요 그냥 저냥 한끼 간단히 굿다음에는 콘타코 먹어봐야지,1
2.0,개인적으로 타코집중 젤 노맛...,0
3.0,배부른 상태로 가서 우선 보류,0
5.0,음식이 맛있네요. 제 생각엔 가성비도 좋고요. 불친절하다는 평이 많던데 그건 잘 모르겠습니다.,1
3.0,무난무난,0
1.0,카운터 남자 직원 표정 완전... 불친절불친절을의 정점을 경험하고 싶으면 추천합니다,0
3.0,,0
4.0,,1
4.0,,1
4.0,,1
3.0,,0
3.0,,0
3.0,가격대비 난 별로였음근데 다들 맛있다고 함.,0
4.0,"대전 여행 중에 차 마시고 싶어서 와봤는데 상당히 만족했습니다. 차를 전문적으로 내려주시는 건 아니라 차맛이 썩 좋지는 않지만, 컬렉션 구경하는 거랑 티팟 고르면 그것에 맞는 세트로 서빙해주시는 게 좋았어요. 만원이면 홍차랑 간단한 다과 먹을 수 있는 구성도 괜찮다고 생각합니다. 근데 제가 서울 사람이라 대전 물가를 몰라서 그럴 수도 있어요. + 아쉬운 점은 청소 상태가 안 좋아요. 전시품에 먼지가 많아서 잘 관리 안 된 느낌.",1
5.0,,1
1.0,높은 평가의 비결이 궁금한 곳,0
5.0,"연휴에 맛난음식을 집에서 많이 먹었지만 이상하게 저녁은 외식이 땡기는건 어쩔수 없는 일! 메뉴 고민을 하다가 맛집으로 유명한 희스밀을 가기로 함! 항상 지나갈때마다 사람이 많아 궁금했던차 들어가서 메뉴판을 봤는데 생각보다 종류가 많아서 놀랐어요~어니언 닭가슴살파니니, 허니바질피자, 얼그레이홍차빙수를 시켰어요~다 너무 맛있게 먹었는데 특히 홍차빙수는 딴데서 먹어보기 힘든 퀄리티 있는 빙수였어요~ 역시 맛집인 이유가 있더라구요인테리어도 고급져서 홍차 마시러 자주 가고싶은 그런곳이였어요~",1
4.0,,1
3.0,너무 비싸요,0
4.0,,1
3.0,전등옆에 창가자리 거미줄 청소 부탁드립니다.장식품은 많아서 좋으나 청소가 전반적으로 부족한 느낌이 드네요 ㅠㅠ,0
5.0,가봤는데 저는 만족했어요. 불친절 댓글들을 본건지 제가 갔을때는 많이 친절했습니다...ㅎㅎ;,1
5.0,,1
2.0,불친절해요 불친절해서 가기 싫을정도로,0
5.0,,1
4.0,예쁜 주전자랑 잔을 고를 수 있는 컨셉은 마음에 들었고 그럭저럭 음료도 괜찮았어요.하지만 매장이 시끄러운 분위기일 때 가서 그런가 재방문은 안하고 있습니다.,1
5.0,가게가 엔틱하여 보는재미가 있고 다양한 메뉴를 접할 수 있었다,1
5.0,"콜렉션이 엄청나요. 보는 재미가 쏠쏠해요. 들어가자마자 영국의 티샵에 온 기분을 느낄 수 있어요. 애프터눈 티를 꽤 괜찮은 가격에 즐길 수 있고, 거의 식사 대용으로 먹어도 될만큼 양이 많아요. 티를 주문하면 원하는 티팟과 잔을 고를 수 있다는 점도 꽤 재밌었어요. 또 가고 싶어요.",1
5.0,비싸지만 분위기랑 잔이 예쁨.,1
4.0,"가격대는 좀 있지만 예쁜 잔에 남이 제대로 우려준 홍차 마시고 싶을 때 찾기에 좋음. 아늑한 분위기에 예쁜 소품, 홍차잔이 많아서 갈 때마다 구경하는 재미가 있고 홍차 내주는 티팟, 잔들도 예쁨. 홍차 외 음료, 대추차 등도 괜찮.",1
5.0,,1
4.0,,1
5.0,분위기 최고~,1
5.0,역시 희스밀 언제나와도 후회없는곳 ★,1
5.0,분위기가 너무좋습니다. 홍차종류도 다양하고 음료랑 파니니가 맛있어용^^,1
5.0,엄청 많은 앤틱 커피밀과  커피잔이  정말  많습니다.다양한  홍차와 파니니  맛있습니다.,1
3.0,앤틱한 인테리어와 소품들이 볼만했어요.,0
2.0,불친절함. 브런치같은 음식도 조잡하고 맛이 별로임.,0
1.0,불친절해서 그냥 나왔습니다. 옆 카페 갔는데 거기 좋아요.,0
1.0,완전별로. 완전비추. 직원완전불친절.,0
1.0,맛도 평범. 친절도도 좋지 않음차라리 다른곳 가는것이 좋을듯,0
2.0,앤틱한 분위기와 주인이 직접 공수했다는 희귀하고 다양한 소품이 인상적인 홍차카페. 카페의 분위기가 아줌마 취향인지 아줌마들 모임이 많고 수다소리에 정신이 없다. 커피 맛은 그냥 평범하다,0
1.0,,0
5.0,이건 음식이 아니다이것은 예술art 이다.진짜 잊지못해,1
4.0,디저트가 맛있음 음료는 무난,1
3.0,"늦게가니..디저트 다 팔림장사가 얼마나 잘되는고얌ㅠ다음에 도전해봐야징~사진은 크림치즈녹차,바닐라플랫 바닐라플랫이 내 스타일~",0
5.0,너무 맛있어서 매장에서 먹고 충격받아서 케이크 2개 더 포장해왔어요.자부심 있는 빵순이로서 근 몇 년 동안 먹은 케이크 중에서 제일 맛있어요. 진심으로 맛있어서 리뷰까지 쓰러 왔어요.,1
4.0,,1
5.0,연휴라 그런지 사람들이 별로 없어서 디저트 잘 즐기고 갔습니다~~ 사장님도 친절하셨어요,1
2.0,오로지 케잌 맛만 좋음. 2시반쯤 방문했는데 도떼기 시장같았다. 테이블 간격이 좁고 너무 시끄러워서 옆사람 말이 안들릴 지경. 주차대수 2개이고 좁은 골목길에 간신히 할수있다. 케잌 가격(8~9천원대)에 비해 열악한 환경과 서비스. 꼭 먹어보고 싶다면 포장 추천,0
3.0,정말 애정하는 디저트 가게였는데 여기 조금 나이 있어 보이는 여자점장? 의 짜증과 무례함은 당혹스러웠음장사가 잘되서 바빠서 힘드니 그런건 알겠는데 힘들면 알바를 더 쓰세요 애먼 손님한테 성질내지 마시고.,0
1.0,"케이크가 정말 느끼한데 짜요. 모든 디저트에 가나슈몽떼라고 써있는데 가나슈 맛은 하나도 안나고 크림비율이 많이 높고 휘핑을 많이 해서 느끼한 거 잘 먹는 편인데도 속에 부대꼈어요. 그 와중에 타르트 쉘이랑 크루스티엉은 소금을 많이 넣으신건지 가염버터를 쓰신건지 짜서 머리도 아프고요. 비주얼 보고 기대했는데 정말 최악의 디저트를 맛봤네요. 음료도 타서 그런지 비린맛도 났고요. 주차공간은 2대밖에 안들어가니 참고하세요. 주변골목에 주차하라고 하시는데 그 동네가 주차난이더라고요. 가게 앞은 주차금지 패널 세우셨고요. 가게 안에 식물하고 분위기는 좋아요.먹은 것 : 반하나, 헤이마롱, 녹차꽃",0
5.0,카페 이쁘고 넓고 디저트도 마싯엇어용,1
3.0,사람이 항상 많음.,0
5.0,,1
4.0,,1
4.0,케익 맛있어요. 가격이 조금 비싼데 맛있어서 살짝 용서되는맛. 분위기도 괜찮아요. 다만 주차하기가 조금 나빠서 차갖고 오는 사람은 불편해요... 거리만 가깝다면 재방문 하고싶네요.,1
5.0,사진에서 안 나왔는데 까눌레 막나왔을 때 먹었는데 진짜 맛있어요 휘낭시에도 존맛탱여기 다 맛있는데 유자타르트랑 몽블랑 추천해요!,1
5.0,,1
4.0,케익이 빨리 떨어져서 아쉬웠어요ㅠㅠ 케익 먹으러 다시 가야지,1
4.0,인생 아아 찾았어요. 휘낭시에도 맛있습니다,1
5.0,디저트가 생각보다 맛있었어요~ 벚꽃타르트는 인기가 많아 품절이 일찍 되는 것 같아요 데이트하거나 카공하는 사람들이 많이 보였습니당,1
4.0,디저트 다양하고 맛있음커피도 괜찮음,1
5.0,너무 좋아하는 최애 디저트가게!,1
5.0,,1
5.0,최고 맛도리집❤️,1
4.0,,1
1.0,"소신 맛 많이 떨어졌네요.... 2018년도부터 자주 방문했습니다. 타지로 이직하며 방문하지 못했습니다. 23년에 근무지를 바꾸며 대전으로 내려오자마자 소신 방문 했는데 많이 바뀌었네요.. 디저트맛도 커피맛도 음.. 처음간 놈이 뭘안다고 악플달아라고 생각하실까봐 예전 다녀갔을때 찍은 일부 사진과 요번 1월에 방문하여 찍은 사진 같이올려드려요.1~3번째 사진 예전방문 4번째 사진 23년 1월방문사진으로만 봐도 커피, 위에 크림 농도부터가 다르네요;;리뉴얼? 하셨다는데 무엇을 리뉴얼 하신거죠? 상업목적을 리뉴얼 하신건가요 진짜 순순하게 궁금해서 그렇습니다. 맛도 리뉴얼전이 훨씬 좋은데 무엇이 리뉴얼 되었는지 여쭤보고 싶네요. 특히 이번에 먹은 디어발렌은 정말 최악.. 다크초코가 어디 들어갔다는거죠? 밀크초코라고 하시는게 좋을 것같아요. 그리고 커피랑 크림에 조화가 좋았던 곳이였는데 커피는 밍밍하고 크림은 단맛이없네요..왜일까? 생각하던중 보고야 말았습니다.젊은 여성분 메뉴숙지가 미숙하신지 아메리카노 얼음을 바 스푼으로 싱크대에 덜어내고 물을 다시 받더니 그위에 크림을 얹고 또 다른잔은 물이너무 많다고 생각한건지 싱크대에 와아악!!하고 버려버리더라고요 진짜... 남자사장님 매장에 너무 무심하신거 아니세요?2018년 방문당시 남자사장님 홀 2분 계실때는 이러지 않았는데, 뭐.. 저만 느끼는거고 지금 인스타보시고 방문하시는분들은 맛있다맛있다 하니깐 오시는 거겠죠.. 저는 이번 방문이 마지막 방문인것 같네요.. 지인분들한테 많이추천했는데 이제는 뭐..안녕히계세요이렇게 장사해서 돈벌고 좋으시겠어요 번창하세요",0
4.0,디저트가 이뻐요,1
4.0,매일 12:00~23:00 산미가 없는 원두를 사용하여 대중적이고 고소한 커피 맛이난다.,1
3.0,디저트 맛이 걍 그래요ㅠ,0
5.0,커피도 맛있고 무엇보다 디저트가 최고네요 👍,1
5.0,디저트 맛집. 모든 메뉴를 오래 연구하고 정성으로 만드셨다는 게 느껴집니다.,1
4.0,디저트가 비싸지만 맛있다,1
5.0,,1
5.0,디저트 가격보고 약간 흠칫했는데 맛보고 납득... 손에 꼽는 디저트였슴다,1
5.0,디저트 포장해서 먹었는데 너무 맛있었어요!,1
2.0,,0
4.0,세련된 인테리어에 귀여운 디저트들! 커피도 맛있었어요. 좌석만 조금 더 편하면 좋을 것 같아요!,1
5.0,대존맛,1
5.0,디저트가 이쁘고 맛있어요아메리카노도 먹고 쫌 놀랬.. 맛있어가지고,1
5.0,디저트가 진짜진짜진짜 맛있어요,1
2.0,케잌은 비싼데 포장이 너무 저렴한게 대충.. 쁘띠케잌은 이쁨! 독특함,0
5.0,알바생 잘생겼어요 ㅎㅎ,1
3.0,,0
5.0,디저트 잘함 진쯔.. 12월에만 이곳에 7만원씀하나만 먹어보겠다라고 하면 솔티드카라멜휘낭시에 추천,1
5.0,디저트 불모지 대전에 있는 귀한 디저트 맛집시칠리아 파리브레스트와 구움과자 강추합니다.이집 신제품은 언제나 기대돼요,1
1.0,맛없없....개불친절 별로야별로...디저트너무작아요정말...,0
5.0,,1
1.0,,0
4.0,"장점 : 디저트가 예쁘고 맛있음 , 사진 찍기 좋음단점 : 친절하지 않음 , 좌석이 불편함 ,           타르트 가격이 비쌈",1
4.0,"가격대가 조큼 있지만 디저트 너무 맛있어요! 사장님만 좀 더 친절하셨으몀 좋겠쿠,,",1
5.0,진짜 맛있어요 구움과자 맛집 음료도 맛있어요직원분도 너무 친절하시구 몇 번째 재방문인지 모르겠음 아무튼 체고 유명한데는 이유가 있음다,1
5.0,대 존 맛,1
5.0,,1
5.0,예쁜만큼 맛있어서 놀랐어용:),1
5.0,부산에 있었으면 매일왔습니다...최고..,1
5.0,당케유명해서 먹어봤는데 기대만큼은 아니었어요. soso...플레이팅이이쁨. 근데 라떼가 줜맛이에요 분위기좋아보이던데 사람이 많았고 가게주변에3대정도 주차가능해여,1
2.0,,0
4.0,,1
5.0,플랫화이트 존맛,1
4.0,디저트가 넘 예쁘고 맛있어요 공간도 깔끔하고 패션후르츠에이드도 달고 맛잇었습니다!,1
3.0,갬성카페..비싸지만 맛은 있음 한번 가봤으니 재방문은 없을듯,0
3.0,예전엔 디저트도맛있었는데리뉴얼 후에는 디저트 맛도 그닥...됐어요....특히 신메뉴가 다 별로 맛이 없음 ㅠㅠ궁동에선 그나마 괜찮은 카페긴함,0
2.0,예전부터 디저트 정말 맛있게 먹었는데 리뉴얼하고나서 크기가 눈에 띄게 작아지고 아메리카노양도 너무 작아졌어요... 새롭게 단장하고 메뉴 추가된다고 기다렸는데 이렇게 하실줄이야... 실망했습니다. 가격은 그대로인데 크기는 반으로 줄어들었고요 매장은 예뻐요,0
4.0,독특한 디저트들을 맛볼수있어 한번씩 찾게되는 예쁜 카페. 무엇보다 비주얼이 예뻐서 지인들에게 가벼운 선물용으로도 좋아요. 낮보다 저녁에 더 자주가게 되는 디저트 맛집,1
5.0,디저트 하나하나 맛있고 기분 좋게 먹었어요,1
1.0,디저트가 비싼데 맛보다는 관상용 값인듯. 여름에 피치샤워와 코코라임은 꽤 맛있었는데. 따뜻한차는 이보다 더 성의없어보일수 없다. 다른카페도 그냥 티백담아주는건 똑같지만 여기꺼는 잘우러나지도 않고 그래서인지 티백꺼내둘 무언가도 주지 않고. 맛도없고. 찻잔은 들고 마셔보기나 하고 샀는지 의심스럽게 뜨거운물 그득할때 흘리지 않고 손잡이로 잡기도 불편하고 너무낮아서 들기도 불편. 마감시간도 아닌거같은데 화장실청소하는지 소독약과물비린내같은 냄새가 확나서 비위상하고.,0
5.0,"커피, 디저트 모두 맛있어요대학가라 가격도 괜찮은 편",1
5.0,여기 티라미슈 최애에여!,1
5.0,티라미스...!,1
3.0,모던하면서도 편안한 분위기의 디저트 카페. 타르트 등 디저트의 비주얼이 탁월하다. 대학가 근처의 카페답게 젋은 층들이 주를 이르며 커피 맛도 꽤 괜찮다. 앞으로 무궁한 발전을 기원한다.,0
4.0,,1
5.0,가끔 가는 맛집으로 갈때마다 사람들이 붐비는 식당정말 맛난 음식이 최고임,1
4.0,세트시키면 배부르게 먹기 가능 딱 가격값하는 느낌,1
5.0,인테리어와 분위기가 굳!!!!!!음식 가격도 적당합니다샐러드 맛있어요연인과 오기 딱 좋은 곳이지만 저는 가족과 왔습니다,1
3.0,가격이 이유없이 비쌈,0
1.0,갈수록 별로 입니다. 맥주 시키면 함흥차사. 언제주냐고 물어보면 준비하고 있다고 하는데 준비하는 사람 안보임. 음식은 줬는데 포크 등 식기는 안줌 ㅋ,0
4.0,,1
5.0,"메뉴를 여러가지 시켜서 정확히 기억은 안나는데 진짜 태어나서 먹어본 양고기 중 제일 맛있음ㅠㅠㅠ일단 쯔란 없이도 양고기가 냄새가 안날 수 있다는 걸 여기서 처음 경험함,,직원들도 친절하고 직접 구워주심! 비록 비싸긴 했지만,,,존맛탱👍",1
5.0,"방문할때마다 친절하게 해주셔서 맛있게 먹고 나오는데 이번에는 특히 더 기분이 좋았습니다. 다른 직원분들도 친절하시지만 갈색(?)으로 염색하시고 묶으신 여자 직원분께서 고기 굽는 내내 정말 세심하고 친절하게 챙겨주셔서 너무 감사했습니다. 반찬도 말씀드리기전에 미리 리필도 해주시고, 아기가 테이블에 있었는데 많이 챙겨주셔서 너무 기분이 좋았습니다. 앞으로 가족외식은 되도록 아자스에서 하려구요. 고기는 물론 항상 너무 맛있습니다! :)",1
1.0,알바생 관리 똑바로 시키세요특히 안경 낀 남학생 알바생.친구들끼리 모여 대화하는데중간에 툭툭 끼여들어서 분위기 싸하게 만들고선넘는 장난으로 불편하게 하네요.고기도 어지간히 비싸게 팔면서맛은 다른 양갈비 집이랑 비슷하고서비스까지 엉망이면 좋을거 없잖아요?분위기 괜찮다고 사람들 추천해서 데려간건데기분 확 상해서 다신 안갑니다.,0
4.0,,1
5.0,양고기가 질기지 않고 누린내도 없어서 아주 맛있게 잘 먹었습니다. 어버이날을 맞아 사장님의 센스도 돋보였네요. 굳이 단점을 뽑자면 음악소리가 조금 큰 점 외엔 없는 것 같습니다~,1
5.0,"구워주는 양고기도 맛있고, 직원들도 친절. 후식으로 라면 추천",1
1.0,후기보고 갔는데 직원들 너무 불친절하고 건들건들 이상했어요. 한테이블에 세명씩 달라붙어서 옆 테이블 맥주 주문도 계속 놓치고 여자 알바생은 바에 아예 자리잡고 앉아서 핸드폰하고 있고 마감시간 1시간 전인데 두테이블 남았는데 옆에서 대청소 하더군요.  그리고 바에 알바생들 물품이랑 패딩올려놓고 안치우면서 옆에 손님 앉히고 치워달라하니 띠꺼워서는 대충대충 치우는 시늉만하고 매장 너무 어수선하고 서비스 최악입니다. 둔산동 생각하고 갔는데 둔산동이 훨씬 낫네요.,0
5.0,"맛집인듯 사장님, 직원분들도 엄청 친절하시고 분위기도 완전 최고👍 오늘도 잘먹고 갑니다 단골예약할게영",1
